Feature,Importance
amont_day_from,0.7290074489621318
trans_3_month,0.180767647590094
Age,0.04074524822249161
Income,0.015747741254196708
Gender_U,0.011187844903205997
trans_6_month,0.007580143380437093
Gender_M,0.005685470927219635
Income_per_Age,0.004039769153128177
Lifetime,0.002086397218839316
Age_missing,0.0006660953916760135
Age_group_nan,0.00054548025900998
Age_Income,0.00045850762966471173
District,0.0003317882025057236
Segment_Tin,0.000261527623013516
trans_mean,0.00017911652124951745
